brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
chuppa chop,false,1,chuppa chop,chuppa chop,2,1
chuppa chub,false,1,parfettie van melle,parfettie van melle,1,1
chuppa chup,false,1,chuppa chup,chuppa chup,2,1
chuppa chup (lolipop sticks),true,1,perfetti van melle,q612524,89,1
chuppa chups,false,1,perfetti van melle,perfetti van melle,1,1
church amd dwight,false,1,church amd dwight,church amd dwight,1,1
church's chicken,false,1,"arcapita, church's holding corporation","arcapita, church's holding corporation",5,5
churrito,false,1,diana,diana,1,1
churrumais,false,1,pepsico,q334800,2,2
chutki,false,1,krishna packaging,krishna packaging,2,1
chymory,false,1,cisarua mountain,cisarua mountain,1,1
château de france,false,1,château de france,château de france,5,1
chã¡o gáº¥u ä‘á»,false,1,cty cptp ã chã¢u,cty cptp ã chã¢u,1,1
chã¡o tá»• yáº¿n,false,1,cty tnhh tm yáº¿n sã o cáº§n giá»,cty tnhh tm yáº¿n sã o cáº§n giá»,4,1
chã¨ háº±ng nga,false,1,cty háº±ng nga,cty háº±ng nga,1,1
chã¨ sen,false,1,ct chã¨ bã¬nh thá»‹nh,ct chã¨ bã¬nh thá»‹nh,1,1
chã¨ sen bã¡t báº£o,false,2,"cty minh trung, nhã  mã¡y chã¡o sen bã¡t báº£o minh trung","cty minh trung, nhã  mã¡y chã¡o sen bã¡t báº£o minh trung",2,2
chêne d'argent,true,1,unbranded,unbranded,1,1
cibal,false,1,cibal,cibal,1,1
cibo vita,false,1,cibo vita,cibo vita,1,1
cibodas,false,1,pd intimas,pd intimas,1,1
cic,false,1,cic,cic,24,1
cica,false,1,unilever,unilever,2,1
cicam,false,1,cicam,q2998587,23,3
cicarettbutts,true,1,unbranded,unbranded,1500,1
cici water,false,1,cici water,cici water,2,1
cici's,false,1,cici's,cici's,2,1
cidea,false,1,citra dimensi,citra dimensi,2,2
cido,false,1,"cido, cido, cido grupa","cido, cido, cido grupa",14,4
cido ice tea (cido grupa),false,1,cido group,cido group,2,1
ciel,true,1,the coca-cola company,q3295867,243,57
ciel/pom's/coca cola/fanta/hawai/schweppes,false,1,the coca-cola company,q3295867,362,2
cielo,false,1,"aje group, cielo","aje group, cielo",25,7
cien hair styling,false,1,schwarz gruppe,q712034,1,1
cien hand cream,false,1,cien hand cream,cien hand cream,2,1
cif,false,1,unilever,q157062,12,12
cifrut,false,1,"aje group, cifrut","aje group, cifrut",4,2
ciftlik,false,1,ciftlik,ciftlik,1,1
cig butt,true,1,unbranded,unbranded,80,3
cigaretovã© nedopalky,false,1,rå¯znã© znaäky,rå¯znã© znaäky,132,1
cigarets packages,false,1,cigarets packages,cigarets packages,39,1
cigarettbuts,true,1,unbranded,unbranded,9529,1
cigarette,true,1,unbranded,unbranded,1,1
cigarette buds,true,1,unbranded,unbranded,29,2
cigarette butt,true,1,unbranded,unbranded,26,3
cigarette butts,true,1,unbranded,unbranded,33980,21
"cigarette butts, b+h blue",true,1,unbranded,unbranded,10,1
cigarette case,false,1,cigarette case,cigarette case,34,1
cigarette filters,false,1,cigarette filters,cigarette filters,42,1
cigarette lighters,true,1,unbranded,unbranded,6,1
cigarette material,false,1,cigarette material,cigarette material,4,1
cigarettes butts,false,1,cigarettes butts,cigarettes butts,470,1
cigarome,false,1,cigarome,cigarome,2,2
cigarrete,true,1,unbranded,unbranded,2108,1
cigarrete butts,false,1,tcc,tcc,24,1
cigarrete pack,true,1,unbranded,unbranded,3,1
cigarrillos pall mall,false,1,british american tobacco,q856411,3,2
cigarskruie,false,1,indokretek,indokretek,1,1
ciggarate buts,true,1,unbranded,unbranded,241,1
cilit bang,false,1,cilit bang,cilit bang,1,1
cillit bang,false,1,reckitt,q1190881,2,1
cilok ahaay,true,1,unbranded,unbranded,1,1
cima,false,1,cima,cima,1,1
cimar,false,1,cimar,cimar,2,1
cimencam,false,1,cimencam,cimencam,3,1
cimory,true,1,cisarua mountain dairy tbk,https://www.marketscreener.com/quote/stock/pt-cisarua-mountain-dairy-130004073/company/#:~:text=general%20mills%2c%20inc.&text=royal%20dsm%20n.v.,90,45
cimory fresh milk,false,1,cimory,cimory,1,1
cimory squeeze,false,1,cisarua mountain dairy (cimory),q114556760,10,1
cimory squezze,false,1,cisarua mountain dairy,cisarua mountain dairy,2,1
cimory yogurt,false,1,cimory,cimory,3,1
cinarmun,false,1,cinarmun,cinarmun,1,1
cincau panda,false,1,pt. kino indonesia,pt. kino indonesia,1,1
cinderella,true,1,james crisp,https://cinderella.co.nz/our-story/,1,1
cini,false,1,cini bebidas,cini bebidas,2,1
cini bebidas,false,1,cini bebidas,cini bebidas,2,1
cini minis,false,1,cini minis,cini minis,1,1
cinnamon bun,false,1,honey bun lmtd,honey bun lmtd,1,1
cinnamon toast crunch,false,1,general mills,q629998,3,3
cinsa,false,1,grupo industrial saltillo,grupo industrial saltillo,2,1
cinta,false,1,cinta,cinta,2,1
cinta cafe,false,1,cinta cafe dessert & beverage,cinta cafe dessert & beverage,1,1
cinta negra,false,1,sarita,sarita,1,1
cinta rex,false,1,rex adhesivos,rex adhesivos,1,1
cintu,false,1,"prayagh nutri products pvt ltd, prayagh nutri products pvt ltd","prayagh nutri products pvt ltd, prayagh nutri products pvt ltd",2,2
cioccolato lindt,false,1,lindt,lindt,1,1
cioco milk,false,1,perfetti van melle,perfetti van melle,1,1
cipla,false,1,cipla,q905572,8,4
cipster mondelez,false,1,cipster mondelez,cipster mondelez,3,1
cipta aneka selera,false,1,cipta aneka selera,cipta aneka selera,1,1
ciptadent,false,1,"jab holding company, kirin brewery company, limited, wings",q1691896q1310990q12524596,34,15
circle k,false,1,"alimentation couche-tard, tosco corporation",q2836957q7827581,39,25
circle k big gulp,false,1,circle k big gulp,circle k big gulp,3,1
circle k convenice store,false,1,circle k convenice store,circle k convenice store,1,1
circus,false,1,superior,superior,15,1
cirkul,false,1,cirkul,cirkul,2,1
ciroc,false,1,diageo,diageo,1,1
cirock water,false,1,cirock water,cirock water,3,1
cirozlar ayran,false,1,cirozlar ayran,cirozlar ayran,1,1
citabac,false,1,citabac,citabac,58,2
citerio,false,1,citerio,citerio,1,1
citi brain,false,1,bao minh pharmaceutical joint stock company,bao minh pharmaceutical joint stock company,1,1
citra,false,1,unilever,q157062,15,13
citra body lotion,false,1,unilever,q157062,2,1
citra handbody,false,1,citra handbody,citra handbody,2,1
citramon,false,1,darnytsya,darnytsya,1,1
citroilha,false,1,citroilha,citroilha,1,1
citrus,false,1,"cibal, citrus","cibal, citrus",5,2
citrus & hanrabong,false,1,zadam',zadam',1,1
citrus punch,false,1,tampico,tampico,1,1
citrusbrause,false,1,citrusbrause,citrusbrause,2,2
city,false,1,city,city,1,1
city drinking water,false,1,city drinking water,city drinking water,4,2
city gold,false,1,kb tea products,kb tea products,6,1
city govt of davao plastics,true,1,unbranded,unbranded,1,1
city market,false,1,kroger,q153417,1,1
city of fort collins,true,1,unbranded,unbranded,1,1
city of milwaukee,true,1,unbranded,unbranded,1,1
city water,false,1,city water,city water,12,1
citysuper,false,1,citysuper,citysuper,2,1
cj foods,false,1,cj foods,cj foods,3,2
ckm industry,false,1,ckm industry,ckm industry,1,1
cl alcohol,true,1,unbranded,unbranded,1,1
clairs,false,1,clairs,clairs,1,1
clamato,false,1,clamato,clamato,1,1
clancy's ranch,false,1,axium foods,q4830635,1,1
clappe tomatoes,false,1,clappe tomatoes,clappe tomatoes,65,1
clapper,false,1,clapper,clapper,16,1
clarasol,false,1,clarasol,clarasol,8,1
clarins,false,1,clarins,q2975619,1,1
clarisol,false,1,aquachlor,aquachlor,1,1
claritin,false,1,bayer,q152051,2,2
clas mild,false,1,pt nojorono tobbaco,pt nojorono tobbaco,1,1
clasic,false,1,clasic (czechia),q36878340,2,1
class mild,false,1,"class mild, nojorono tobacco international","class mild, nojorono tobacco international",6,3
classic,true,1,ng investeeringud,q18107621,223,9
classic antep,false,1,classic antep,classic antep,1,1
classic chocolate wafer,false,1,khong guan,q11063580,1,1
classic delight,false,1,classic delight,classic delight,1,1
classic gourmet dressings,false,1,classic gourmet dressings,classic gourmet dressings,1,1
classic super soft tissues,false,1,paloma,paloma,1,1
classic uht mlk,false,1,gbk group,gbk group,3,1
classic white,false,1,santa bakery,santa bakery,11,1
classica san carlo,false,1,classica san carlo,classica san carlo,4,1
classique,false,1,classique,classique,3,1
claudia,false,1,claudia,claudia,1,1
claybom,false,1,brf,q899097,3,2
clean & clear,false,1,johnson & johnson,q333718,9,4
clean all,false,1,kohinoor,kohinoor,1,1
clean baby,true,1,unbranded,unbranded,2,1
clean cause,false,1,clean cause,clean cause,4,1
clean mate,false,1,future consumer limited,future consumer limited,7,1
clean pac,false,1,clean pac water,clean pac water,3,1
clean pak,false,1,clean pak,clean pak,1,1
clean plus,false,1,clean plus (united states),q30285697,1,1
clean q,false,1,clean q,clean q,8,1
cleanic,false,1,harper hygenics,harper hygenics,1,1
cleaning product,true,1,unbranded,unbranded,1,1
cleanshop,false,1,cleanshop,cleanshop,1,1
cleanwrap korea,false,1,cleanwrap korea,cleanwrap korea,8,1
clear,true,1,unilever,q157062,529,68
clear american,false,1,cott beverages,cott beverages,1,1
clear american essentials,false,1,unilever,unilever,1,1
clear blue,false,1,clear blue,clear blue,1,1
clear cap,false,1,clear cap,clear cap,1,1
clear cup,true,1,unbranded,unbranded,6,1
clear cups,true,1,unbranded,unbranded,179,1
clear eyes,false,1,med tech products inc.,med tech products inc.,1,1
clear fruit,false,1,national beverage corp,national beverage corp,4,3
clear plastic,true,1,unbranded,unbranded,243,6
clear plastic bag,true,1,unbranded,unbranded,236,9
clear plastic bag with adhesive,true,1,unbranded,unbranded,18,1
clear plastic bags,true,1,unbranded,unbranded,307,2
clear plastic bottle,true,1,unbranded,unbranded,19,1
clear plastic cup,true,1,unbranded,unbranded,68,2
clear plastic wrappers,true,1,unbranded,unbranded,19,1
clear shampoo,false,1,unilever,q157062,3,3
cledor,false,1,binggrae,binggrae,1,1
cleen,false,1,telstar manufacturing,telstar manufacturing,3,2
cleene alcohol,false,1,philusa corp.,philusa corp.,1,1
cleo,true,1,tabobel,q97241901,273,62
cleo chilgo milku pucuk harum aqua indomilk kratingdaeng ultra milk coca coke kopikap teh botol frisian flag teh kotak pocari gelas anda gelas total aquase floridina vit,false,1,other brand,other brand,37,1
cleopatra,true,1,chemical industries holding co,http://www.cihc-eg.com/,203,4
clever,false,1,rewe group,q573266,24,6
clevo,false,1,garudafood putra putri jaya,q96100268,15,4
clevo chocolate,false,1,garudafood putra putri jaya,q96100268,1,1
clicklist,false,1,clicklist,clicklist,3,1
clif,false,1,clif bar,q5132493,3,3
clif bar,false,1,clif bar,q5132493,91,29
clifbar,false,1,clif bar,q5132493,2,1
cliff bar,false,1,clif bar,q5132493,10,4
cliff bars,false,1,clif bar,q5132493,1,1
clight,false,1,mondelez international,q12857502,3,3
climax,false,1,coventry climax,q173016,50,5
climax drink,false,1,nigeria breweries plc,nigeria breweries plc,3,1
climax energy,false,1,climax energy,climax energy,2,1
climax energy drink,false,1,climax energy drink,climax energy drink,1,1
clin,false,1,henkel ag & co. kgaa,q276507,1,1
clina,false,1,alfa sa,alfa sa,1,1
cling,false,1,wings,q12524596,3,3
clinic plus,false,1,unilever,q157062,188,10
clinic+,false,1,local kerala or india brand,local kerala or india brand,1,1
clio,false,1,clio,clio,1,1
clipper,false,1,"clipper, clipper, clipper, flamagas sa","clipper, clipper, clipper, flamagas sa",23,11
clips,false,1,clips,clips,5,1
clipsy max,false,1,clipsy max,clipsy max,2,1
clivia,false,1,clivia,clivia,1,1
clock,false,1,clock caffe,clock caffe,12,1
cloetta,false,1,cloetta,q3437039,3,3
clogard,false,1,clogard,clogard,22,3
clonazepan,false,1,laboratorio chile,laboratorio chile,1,1
clorael,false,1,clorael,clorael,1,1
cloralex,false,1,"alen, allen","alen, allen",5,4
clorets,false,1,"clorets, mondelez international",q5135139q12857502,29,18
clorinda,false,1,clorox,q910368,1,1
clorox,false,1,"clorox, procter & gamble",q910368q212405,51,31
close up,true,1,unilever,q157062,367,35
close-up,false,1,unilever,q157062,84,10
closeup,false,1,unilever,q157062,79,8
cloth,false,1,unbranded,unbranded,1,1
cloth face mask,true,1,unbranded,unbranded,1,1
clothes,false,1,clothes,clothes,57,4
clothes hanger,false,1,clothes hanger,clothes hanger,1,1
clothes with polyester,true,1,unbranded,unbranded,6,1
cloud 9,false,1,jg summit holdings,q6108205,80,19
cloud 9 chocolate milk drink,false,1,cloud 9 chocolate milk drink,cloud 9 chocolate milk drink,1,1
cloud 9 crunchy,false,1,urc indonesia,urc indonesia,3,2
cloud crunchy,true,1,unbranded,unbranded,1,1
cloudfoam,true,1,unbranded,unbranded,1,1
clover,true,1,clover,q5135861,268,20
clover bits,false,1,"clover bits, clover bits","clover bits, clover bits",9,2
clover chips,false,1,leslie corporation,leslie corporation,4,1
clover hill bakery,false,1,hostess brands,q17068094,1,1
clover stornetta farms - sour cream tub,false,1,clover stornetta farms,q5135909,1,1
clover valley,false,1,dollar general,q145168,17,7
clover valley water bottle,false,1,dollar general,q145168,1,1
clover vallley,false,1,dolgen corp,dolgen corp,1,1
cloverbits,true,1,unbranded,unbranded,1,1
cloverhil (honey buns),false,1,cloverhil,cloverhil,1,1
cloverhill bakery,false,1,cloverhil,cloverhil,1,1
clr brands,false,1,clr brands,clr brands,1,1
cls,false,1,clspack.gr,clspack.gr,1,1
club,true,1,anheuser-busch inbev,q128738,338,47
club cheers aqua sprite fruit tea,false,1,club cheers aqua sprite fruit tea,club cheers aqua sprite fruit tea,7,1
club chips,false,1,club chips llc,club chips llc,2,1
club cracker,false,1,kellog company,kellog company,1,1
club house,false,1,"rock solid concepts, llc","rock solid concepts, llc",6,1
club indofood,false,1,club indofood,club indofood,2,1
club minaeral water,false,1,pt. tirta sukses perkasa,pt. tirta sukses perkasa,9,1
club scial,false,1,club scial,club scial,1,1
club social,false,1,mondelez international,q12857502,53,17
club soda,true,1,highlands,https://highlandske.com/,849,6
"club vodka, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ðšð¾ð½ñ†ðµñ€ð½ â«ð‘ð¸ð³-ðœâ»",false,1,"club vodka, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ðšð¾ð½ñ†ðµñ€ð½ â«ð‘ð¸ð³-ðœâ»","club vodka, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ðšð¾ð½ñ†ðµñ€ð½ â«ð‘ð¸ð³-ðœâ»",1,1
clube social,false,1,mondelez international,q12857502,4,1
clubs,false,1,tanzania cigarette company,q22909263,5,1
clã­nex colhogar,false,1,svenska cellulosa,svenska cellulosa,1,1
cm hammar,false,1,cm hammar,cm hammar,1,1
cmipack,false,1,cmipack,cmipack,1,1
cnb,false,1,unbranded,unbranded,1,1
cnorona extra,false,1,cnorona extra,cnorona extra,1,1
co-op,false,1,"coop, the co-operative group","coop, the co-operative group",88,27
co-op fruit salad wrapper,false,1,co-op,co-op,1,1
co-operative,false,1,co-operative,co-operative,1,1
coal,false,1,soc. cooperativa coal,soc. cooperativa coal,1,1
coala aromatizante,false,1,coala essãªncias aromã¡ticas ltda.,coala essãªncias aromã¡ticas ltda.,1,1
coala utilis,false,1,coala essências,coala essências,12,2
coamo,false,1,coamo,coamo,1,1
coast bus,attempted,1,"coast bus, malindi ltd","coast bus, malindi ltd",312,2
coastal bay confections,false,1,coastal bay,coastal bay,1,1
coated cocoa wafers,true,1,unbranded,unbranded,1,1
cobanpinar,false,1,cobanpinar,cobanpinar,5,1
cobio,false,1,cobio,cobio,1,1
cobra,false,1,pepsico,q334800,57,14
cobra energy drink,false,1,"asia brewery inc., interbev philippines","asia brewery inc., interbev philippines",5,2
cobs,false,1,cobs superfood au,cobs superfood au,2,1
coca,false,1,the coca-cola company,q3295867,3,1
coca - cola,false,1,coca - colac company,coca - colac company,12,3
coca -cola,false,1,the coca-cola company,q3295867,50,1
coca auchan,false,1,the coca-cola company,q3295867,1,1
coca cola,true,1,the coca-cola company,q3295867,14771,426
coca cola (bottle cap),false,1,the coca-cola company,the coca-cola company,3,1
coca cola (can),false,1,the coca-cola company,q3295867,7,1
coca cola (china),false,1,the coca-cola company,q3295867,24,2
coca cola (hong kong),false,1,the coca-cola company,q3295867,36,2
coca cola (hong kong) drink,false,1,the coca-cola company,q3295867,10,2
coca cola (hong kong) tea,false,1,the coca-cola company,q3295867,1,1
coca cola classic,false,1,the coca-cola company,q3295867,5,1
coca cola coffee,false,1,the coca-cola company,the coca-cola company,48,1
coca cola ice candy,false,1,jolly food industries,jolly food industries,4,1
coca cola label,false,1,the coca-cola company,q3295867,2,2
coca cola plastic bottle,false,1,coca cola plastic bottle,coca cola plastic bottle,42,1
coca cola tea,false,1,the coca-cola company,q3295867,3,1
coca cola zero,false,1,the coca-cola company,the coca-cola company,1,1
"coca cola, manantial",false,1,the coca-cola company,the coca-cola company,420,1
coca cola/brasserie,false,1,the coca-cola company,q3295867,15,4
coca colamazaa,false,1,hindusthan coca-cola pvt ltd,hindusthan coca-cola pvt ltd,8,1
coca- cola,false,1,coca-cola beverages phil. inc.,coca-cola beverages phil. inc.,22,1
coca-cola,true,1,the coca-cola company,q3295867,12014,487
coca-cola (caps),true,1,the coca-cola company,q3295867,59,1
coca-cola 1.5 l,false,1,the coca-cola company,q3295867,3,1
coca-cola bottle,false,1,the coca-cola company,q3295867,1,1
coca-cola can,false,1,the coca-cola company,q3295867,2,1
coca-cola company,false,1,the coca-cola company,q3295867,1,1
coca-cola drinks,false,1,the coca-cola company,the coca-cola company,12,1
coca-cola lid,false,1,the coca-cola company,q3295867,13,1
coca-cola light,false,1,the coca-cola company,q3295867,2,2
coca-cola mismo,false,1,the coca-cola company,q3295867,64,1
coca-cola sakto,true,1,the coca-cola company,q3295867,8,1
coca-cola zero,false,1,the coca-cola company,q3295867,2,2
"coca-cola, pepsi, na",false,1,the coca-cola company,q3295867,10,1
cocacola,true,1,the coca-cola company,q3295867,11323,57
cocacola (cap),false,1,the coca-cola company,the coca-cola company,8,1
cocacola bottles,false,1,the coca-cola company,q3295867,18,1
cocacola coke zero,false,1,the coca-cola company,the coca-cola company,1,1
cocacola/fanta,false,1,the coca-cola company,q3295867,17,1
